групи споживачів;Адміністративний район;місто / селище / підприємство;вулиця;номер буд
5.1;Тернопільський район;Костянтинівка;всі;всі
5.1;Тернопільський район;Ангелівка;всі;всі
5.1;Тернопільський район;Романівка;всі;всі
5.1;Тернопільський район;Соборне;всі;всі
5.1;Тернопільський район;Грабовець;всі;всі
5.1;Тернопільський район;Білоскірка;всі;всі
5.1;Тернопільський район;Баворів;всі;всі
5.1;Тернопільський район;Застав'є;всі;всі
5.1;Тернопільський район;Прошова;всі;всі
5.1;Тернопільський район;Козівка;всі;всі
5.1;Тернопільський район;Смолянка;всі;всі
5.1;Тернопільський район;Теофілівка;всі;всі
5.1;Тернопільський район;Цезарівка;всі;всі
5.1;Тернопільський район;Скоморохи;всі;всі
5.1;Тернопільський район;Романове Село;всі;всі
5.1;Тернопільський район;Петриків;всі;всі
5.1;Тернопільський район;Підгороднє;Спадиста;всі
5.1;Тернопільський район;Підгороднє;Гаївська;всі
5.1;Тернопільський район;Підгороднє;Медична;частково
5.1;Тернопільський район;Підгороднє;Молодіжна;частково
5.1;Тернопільський район;Підгороднє;Мостова;всі
5.1;Тернопільський район;Підгороднє;Нова бічна;всі
5.1;Тернопільський район;Підгороднє;Оболоня;всі
5.1;Тернопільський район;Підгороднє;Пасічна;всі
5.1;Тернопільський район;Підгороднє;Південна;всі
5.1;Тернопільський район;Підгороднє;Проектна;всі
5.1;Тернопільський район;Підгороднє;Сонячна;всі
5.1;Тернопільський район;Підгороднє;Стрімка;всі
5.1;Тернопільський район;Підгороднє;Б. Лепкого;всі
5.1;Тернопільський район;Підгороднє;Бережанська;частково
5.1;Тернопільський район;Підгороднє;Бічна;частково
5.1;Тернопільський район;Підгороднє;Вербицького;всі
5.1;Тернопільський район;Підгороднє;Волинська;всі
5.1;Тернопільський район;Підгороднє;Глибока;всі
5.1;Тернопільський район;Підгороднє;Зелена;всі
5.1;Тернопільський район;Підгороднє;Київська;всі
5.1;Тернопільський район;Підгороднє;Котляревського;всі
5.1;Тернопільський район;Підгороднє;Л. Курбаса;всі
5.1;Тернопільський район;Підгороднє;Л. Українки;всі
5.1;Тернопільський район;Підгороднє;Лісова;частково
5.1;Тернопільський район;Підгороднє;Миру;всі
5.1;Тернопільський район;Підгороднє;Наливайка;всі
5.1;Тернопільський район;Підгороднє;Озерна;всі
5.1;Тернопільський район;Підгороднє;Подільська;всі
5.1;Тернопільський район;Підгороднє;Польова;всі
5.1;Тернопільський район;Підгороднє;Садова;частково
5.1;Тернопільський район;Підгороднє;В. Стуса;всі
5.1;Тернопільський район;Підгороднє;Тернопільська;всі
5.1;Тернопільський район;Підгороднє;Хліборобна;всі
5.1;Тернопільський район;Підгороднє;Чубинського;всі
5.1;Тернопільський район;Підгороднє;Стрийська;всі
5.1;Тернопільський район;Підгороднє;Т. Шевченка;всі
5.1;Тернопільський район;Глибочок;всі;всі
5.1;Тернопільський район;Івачів Долішній;всі;всі
5.1;Тернопільський район;Довжанка;всі;всі
5.1;Тернопільський район;Анастазівка;всі;всі
5.1;Тернопільський район;Мишковичі;всі;всі
5.1;Тернопільський район;В. Лука;всі;всі
5.1;Тернопільський район;Миролюбівка;всі;всі
5.1;Тернопільський район;Лучка;всі;всі
5.1;Тернопільський район;Настасів;всі;всі
5.1;Тернопільський район;Хатки;всі;всі
5.1;Тернопільський район;Йосипівка;всі;всі
5.1;Тернопільський район;Мар'янівка;всі;всі
5.1;Тернопільський район;Біла;всі;всі
5.1;Тернопільський район;Чистилів;всі;всі
5.1;Тернопільський район;Плотича;всі;всі
5.1;Тернопільський район;Ігровиця;всі;всі
5.2;Тернопільський район;Байківці;всі;всі
5.2;Тернопільський район;Гаї Гречинські;всі;всі
5.2;Тернопільський район;Шляхтинці;всі;всі
5.2;Тернопільський район;Сабашиха;всі;всі
5.2;Тернопільський район;Лозова;всі;всі
5.2;Тернопільський район;Курники;всі;всі
5.2;Тернопільський район;Стегніківці;всі;всі
5.2;Тернопільський район;Дубівці;всі;всі
5.2;Тернопільський район;Гаї Шевченківські;всі;всі
5.2;Тернопільський район;Ступки;всі;всі
5.2;Тернопільський район;Бірки;всі;всі
5.2;Тернопільський район;Смиківці;всі;всі
5.2;Тернопільський район;Дичків;всі;всі
5.2;Тернопільський район;Красівка;всі;всі
5.2;Тернопільський район;Чернелів-Руський;всі;всі
5.2;Тернопільський район;Підгайці;Тараса Гунчака;всі
5.2;Тернопільський район;Підгайці;Героїв УПА;всі
5.2;Тернопільський район;Підгайці;Спасівська;всі
5.2;Тернопільський район;Підгайці;Марцелівська;всі
5.2;Тернопільський район;Підгайці;Гайдамацька;всі
5.2;Тернопільський район;Підгайці;Шевченка;всі
5.2;Тернопільський район;Підгайці;Поповича;всі
5.2;Тернопільський район;Підгайці;Л. Українки;всі
5.2;Тернопільський район;Підгайці;Боднарська;всі
5.2;Тернопільський район;Підгайці;к. Сікорської;всі
5.2;Тернопільський район;Підгайці;Кравецька;всі
5.2;Тернопільський район;Підгайці;Майдан Незалежності;всі
5.2;Тернопільський район;Підгайці;Галицька;всі
5.2;Тернопільський район;Підгайці;Вузька;всі
5.2;Тернопільський район;Мирне;всі;всі
5.2;Тернопільський район;Угринів;всі;всі
5.2;Тернопільський район;Галич;всі;всі
5.2;Тернопільський район;Сільце;всі;всі
5.2;Тернопільський район;Нові Голгочі;всі;всі
5.2;Тернопільський район;Мозолівка;всі;всі
5.2;Тернопільський район;Леонти;всі;всі
5.2;Тернопільський район;Голєндра;всі;всі
5.2;Тернопільський район;Марцелівка;всі;всі
5.2;Тернопільський район;Вербів;всі;всі
5.2;Тернопільський район;Голгочі;всі;всі
5.2;Тернопільський район;Волиця;всі;всі
5.2;Тернопільський район;Мужилів;всі;всі
5.2;Тернопільський район;Лиса;всі;всі
5.2;Тернопільський район;Рудники;всі;всі
5.2;Тернопільський район;Носів;всі;всі
5.2;Тернопільський район;Литвинів;всі;всі
5.2;Тернопільський район;Старий Литвинів;всі;всі
5.2;Тернопільський район;Раковець;всі;всі
5.2;Тернопільський район;Поплави;всі;всі
5.2;Тернопільський район;Степове;всі;всі
5.2;Тернопільський район;Сонячне;всі;всі
5.2;Тернопільський район;Новосілка;всі;всі
5.2;Тернопільський район;Почмайстрівка;всі;всі
5.2;Тернопільський район;Старе-Місто;всі;всі
5.2;Тернопільський район;Білокриниця;всі;всі
5.2;Тернопільський район;Юстинівка;всі;всі
5.2;Тернопільський район;Яблунівка;всі;всі
5.2;Тернопільський район;Зарва;всі;всі
5.2;Тернопільський район;Мисколизи;всі;всі
5.2;Тернопільський район;Боків;всі;всі
5.2;Тернопільський район;Шумляни;всі;всі
5.2;Тернопільський район;Червень;всі;всі
5.2;Тернопільський район;Гнильче;всі;всі
5.2;Тернопільський район;Пановичі;всі;всі
5.2;Тернопільський район;Завалів;всі;всі
5.2;Тернопільський район;Середнє;всі;всі
5.2;Тернопільський район;Затурин;всі;всі
5.2;Тернопільський район;Загайці;всі;всі
5.2;Тернопільський район;Фурдія;всі;всі
5.2;Тернопільський район;Савинови;всі;всі
5.2;Тернопіль;Тернопіль;Злуки;45
5.2;Тернопіль;Тернопіль;Злуки;46
5.2;Тернопіль;Тернопіль;Злуки;47
5.2;Тернопіль;Тернопіль;Злуки;48
5.2;Тернопіль;Тернопіль;Злуки;49
5.2;Тернопіль;Тернопіль;Злуки;50
5.2;Тернопіль;Тернопіль;Злуки;51
5.2;Тернопіль;Тернопіль;Злуки;52
5.2;Тернопіль;Тернопіль;Злуки;53
5.2;Тернопіль;Тернопіль;Злуки;54
5.2;Тернопіль;Тернопіль;Злуки;55
5.2;Тернопіль;Тернопіль;Злуки;56
5.2;Тернопіль;Тернопіль;Злуки;57
5.2;Тернопіль;Тернопіль;Злуки;58
5.2;Тернопіль;Тернопіль;Злуки;59
5.2;Тернопіль;Тернопіль;Лепкого;2а
5.2;Тернопіль;Тернопіль;Лепкого;2б
5.2;Тернопіль;Тернопіль;Лепкого;4
5.2;Тернопіль;Тернопіль;Лепкого;6
5.2;Тернопіль;Тернопіль;Лепкого;8
5.2;Тернопіль;Тернопіль;Лепкого;10
5.2;Тернопіль;Тернопіль;Бойчуків;всі
5.2;Тернопіль;Тернопіль;15 квітня;всі
5.2;Тернопіль;Тернопіль;Куліша;всі
5.2;Тернопіль;Тернопіль;Симоненка;всі
5.2;Тернопіль;Тернопіль;Морозенка;всі
5.2;Тернопіль;Тернопіль;Курбаса;всі
5.2;Тернопіль;Тернопіль;Вишнівецького;всі
5.2;Тернопіль;Тернопіль;В. Великого;всі
5.2;Тернопіль;Тернопіль;Корольова;всі
5.2;Тернопіль;Тернопіль;Купчинського;всі
5.2;Тернопіль;Тернопіль;Сахарова;всі
5.2;Тернопіль;Тернопіль;Стуса;всі
5.2;Тернопіль;Тернопіль;Петлюри;всі
5.2;Тернопіль;Тернопіль;Гуцульська;всі
5.2;Тернопіль;Тернопіль;Бойківська;всі
5.2;Тернопіль;Тернопіль;Лемківська;всі
5.2;Тернопіль;Тернопіль;Самчука;12
5.2;Тернопіль;Тернопіль;Самчука;13
5.2;Тернопіль;Тернопіль;Самчука;14
5.2;Тернопіль;Тернопіль;Самчука;15
5.2;Тернопіль;Тернопіль;Самчука;16
5.2;Тернопіль;Тернопіль;Самчука;17
5.2;Тернопіль;Тернопіль;Самчука;18
5.2;Тернопіль;Тернопіль;Самчука;19
5.2;Тернопіль;Тернопіль;Самчука;20
5.2;Тернопіль;Тернопіль;Самчука;21
5.2;Тернопіль;Тернопіль;Самчука;22
5.2;Тернопіль;Тернопіль;Самчука;23
5.2;Тернопіль;Тернопіль;Самчука;24
5.2;Тернопіль;Тернопіль;Самчука;25
5.2;Тернопіль;Тернопіль;Самчука;26
5.2;Тернопіль;Тернопіль;Самчука;27
5.2;Тернопіль;Тернопіль;Самчука;28
5.2;Тернопіль;Тернопіль;Самчука;29
5.2;Тернопіль;Тернопіль;Самчука;30
5.2;Тернопіль;Тернопіль;Самчука;31
5.2;Тернопіль;Тернопіль;Самчука;32
5.2;Тернопіль;Тернопіль;Самчука;33
5.2;Тернопіль;Тернопіль;Самчука-бічна;всі
5.2;Тернопіль;Тернопіль;К. Цісик;41
5.2;Тернопіль;Тернопіль;К. Цісик;54
5.2;Тернопіль;Тернопіль;К. Цісик;54В
5.2;Тернопіль;Тернопіль;К. Цісик;54Г
5.2;Тернопіль;Тернопіль;К. Цісик;54Д
5.2;Тернопіль;Тернопіль;Коновальця;9
5.2;Тернопіль;Тернопіль;Коновальця;11
5.2;Тернопіль;Тернопіль;Коновальця;13
5.2;Тернопіль;Тернопіль;Коновальця;15
5.2;Тернопіль;Тернопіль;Коновальця;17
5.2;Тернопіль;Тернопіль;Коновальця;19
5.2;Тернопіль;Тернопіль;Коновальця;21
5.2;Тернопіль;Тернопіль;Коновальця;23
5.2;Тернопіль;Тернопіль;Галицька;56
5.2;Тернопіль;Тернопіль;Галицька;58
5.2;Тернопіль;Тернопіль;Балея;всі
5.2;Тернопіль;Тернопіль;Безкоровайного;всі
5.2;Тернопіль;Тернопіль;пров. Тарнавського;1
5.2;Тернопіль;Тернопіль;пров. Тарнавського;2
5.2;Тернопіль;Тернопіль;пров. Тарнавського;4
5.2;Тернопіль;Тернопіль;пров. Тарнавського;8
5.2;Тернопіль;Тернопіль;Тарнавського;32
5.2;Тернопіль;Тернопіль;Тарнавського;34
5.2;Тернопіль;Тернопіль;Тарнавського;36
5.2;Тернопіль;Тернопіль;Тарнавського;37
5.2;Тернопіль;Тернопіль;Тарнавського;38
5.2;Тернопіль;Тернопіль;Яреми;9
5.2;Тернопіль;Тернопіль;Яреми;9А
5.2;Тернопіль;"ТОВ ""Теркурій-2""";всі;всі
5.2;Тернопіль;"ТРЦ ""Подоляни""";всі;всі
5.2;Тернопіль;ПП Маківський;всі;всі
5.2;Тернопіль;"ВАТ ""Оріон""";всі;всі
5.2;Тернопіль;"Фабрика меблів ""Нова""";всі;всі
5.2;Тернопіль;"АТ ""Технологія""";всі;всі
5.2;Тернопіль;Тернопіль;Київська;1
5.2;Тернопіль;Тернопіль;Київська;2А
5.2;Тернопіль;Тернопіль;Київська;2В
5.2;Тернопіль;Тернопіль;Київська;3
5.2;Тернопіль;Тернопіль;Київська;3А
5.2;Тернопіль;Тернопіль;Київська;5
5.2;Тернопіль;Тернопіль;Київська;5Б
5.2;Тернопіль;Тернопіль;Київська;6
5.2;Тернопіль;Тернопіль;Київська;6А
5.2;Тернопіль;Тернопіль;Київська;6Б
5.2;Тернопіль;Тернопіль;Київська;6В
5.2;Тернопіль;Тернопіль;Київська;7
5.2;Тернопіль;Тернопіль;Київська;7Б
5.2;Тернопіль;Тернопіль;Київська;9
3.2;Тернопіль;Тернопіль;Київська;10
5.2;Тернопіль;Тернопіль;Київська;11
5.2;Тернопіль;Тернопіль;Київська;11А
5.2;Тернопіль;Тернопіль;Київська;11Б
5.2;Тернопіль;Тернопіль;Київська;12
5.2;Тернопіль;Тернопіль;Київська;14
5.2;Тернопіль;Тернопіль;Київська;16
5.2;Тернопіль;Тернопіль;Київська;18
5.2;Тернопіль;Тернопіль;Київська;21
5.2;Тернопіль;Тернопіль;Київська;21А
5.2;Тернопіль;Тернопіль;Київська;23
5.2;Тернопіль;Тернопіль;Київська;25
6.1;Кременецький район;Ланівці;Стасюка;всі
6.1;Кременецький район;Ланівці;Франка;всі
6.1;Кременецький район;Ланівці;Коротка;всі
6.1;Кременецький район;Ланівці;Центральна;всі
6.1;Кременецький район;Ланівці;Вільхова;всі
6.1;Кременецький район;Ланівці;Відродження;всі
6.1;Кременецький район;Ланівці;Березова;всі
6.1;Кременецький район;Ланівці;Джерельна;всі
6.1;Кременецький район;Ланівці;Стасюка;всі
6.1;Кременецький район;Ланівці;Північна;всі
6.1;Кременецький район;Ланівці;Залізнична;всі
6.1;Кременецький район;Ланівці;Привокзальна;всі
6.1;Кременецький район;Ланівці;Квітнева;всі
6.1;Кременецький район;Ланівці;Набережна;всі
6.1;Кременецький район;Ланівці;Вишнівецька;всі
6.1;Кременецький район;Ланівці;Сагайдачного;всі
6.1;Кременецький район;Ланівці;Робітнича;всі
6.1;Кременецький район;Ланівці;Молодіжна;всі
6.1;Кременецький район;Ланівці;Миру;всі
6.1;Кременецький район;Ланівці;Богуна;всі
6.1;Кременецький район;Ланівці;Хлібна;всі
6.1;Кременецький район;Ланівці;Корольова;всі
6.1;Кременецький район;Ланівці;Заводська;всі
6.1;Кременецький район;Ланівці;Січових Стрільців;всі
6.1;Кременецький район;Ланівці;Лугова;всі
6.1;Кременецький район;Ланівці;Тернопільська;всі
6.1;Кременецький район;Ланівці;Незалежності;всі
6.1;Кременецький район;Ланівці;Грушевського;всі
6.1;Кременецький район;Ланівці;Новосілка;всі
6.1;Кременецький район;Ланівці;Драгоманова;всі
6.1;Кременецький район;Ланівці;Листопадова;всі
6.1;Кременецький район;Ланівці;Л. Українки;всі
6.1;Кременецький район;Ланівці;Волинська;всі
6.1;Кременецький район;Ланівці;Шкільна;всі
6.1;Кременецький район;Ланівці;Берегова;всі
6.1;Кременецький район;Ланівці;Польова;всі
6.1;Кременецький район;Ланівці;Вишнева;всі
6.1;Кременецький район;Ланівці;Жовтнева;всі
6.1;Кременецький район;Ланівці;Садова;всі
6.1;Кременецький район;Ланівці;Зарічна;всі
6.1;Кременецький район;Нападівка;всі;всі
6.1;Кременецький район;Борсуки;всі;всі
6.1;Кременецький район;Борщівка;всі;всі
6.1;Кременецький район;Буйгори;всі;всі
6.1;Кременецький район;Юськівці;всі;всі
6.1;Кременецький район;Михайлівка;всі;всі
6.1;Кременецький район;Краснолука;всі;всі
6.1;Кременецький район;Грибова;всі;всі
6.1;Кременецький район;Волиця;всі;всі
6.1;Кременецький район;Оришківці;всі;всі
6.1;Кременецький район;Жирак;всі;всі
6.1;Кременецький район; Куськівці;всі;всі
6.1;Кременецький район;Бережанка;всі;всі
6.1;Кременецький район;Мартишківці;всі;всі
6.1;Кременецький район;Степ;всі;всі
6.1;Кременецький район;Рудка;всі;всі
6.1;Кременецький район;Синівці;всі;всі
6.1;Кременецький район;В. Куськівці;всі;всі
6.1;Кременецький район;Передмірка;всі;всі
6.1;Кременецький район;Снігурівка;всі;всі
6.1;Кременецький район;Манево;всі;всі
6.1;Кременецький район; Снігурівка;всі;всі
6.1;Кременецький район;Чайчинці;всі;всі
6.1;Кременецький район;Вербовець;всі;всі
6.1;Кременецький район;Лиса Гора;всі;всі
6.1;Кременецький район;Помірки;всі;всі
6.1;Кременецький район;Заболотні;всі;всі
6.1;Кременецький район;Іванківці;всі;всі
6.1;Кременецький район;Шушківці;всі;всі
6.1;Кременецький район;Білозірка;всі;всі
6.1;Кременецький район; Корначівка;всі;всі
6.1;Кременецький район;Ванжулів;всі;всі
6.1;Кременецький район;Moskalivna (Москалівка);всі;всі
6.1;Кременецький район;Плиска;всі;всі
6.1;Кременецький район;Молотків;всі;всі
6.1;Кременецький район;Якимівці;всі;всі
6.1;Кременецький район;Татаринці;всі;всі
6.1;Кременецький район;Кіптиха;всі;всі
6.1;Кременецький район;Михайлівка;всі;всі
6.1;Кременецький район;Загірці;всі;всі
6.1;Кременецький район;Рудка;всі;всі
6.1;Кременецький район;Корначівка;всі;всі
6.1;Кременецький район;Шили;всі;всі
6.1;Кременецький район;Влащинці;всі;всі
6.1;Кременецький район;Соколівка;всі;всі
6.1;Кременецький район;Вишгородок;всі;всі
6.1;Кременецький район;Лопушне;всі;всі
6.1;Кременецький район;Пахиня;всі;всі
6.1;Кременецький район;Коржківці;всі;всі
6.1;Кременецький район;Верещаки;всі;всі
6.1;Кременецький район;Кутиски;всі;всі
6.1;Кременецький район;Печірна;всі;всі
6.1;Кременецький район;Буглів;всі;всі
6.1;Кременецький район;Люленці;всі;всі
6.1;Кременецький район;Ванжулів;всі;всі
6.1;Кременецький район;Жуківці;всі;всі
6.1;Кременецький район;Білка;всі;всі
6.1;Кременецький район;Огризківці;всі;всі
6.1;Кременецький район;Коростова;всі;всі
6.1;Кременецький район;Мусоровеччина;всі;всі
6.1;Кременецький район;Зелений Гай;всі;всі
6.1;Тернопільський район;Конопківк;всі;всі
6.1;Тернопільський район;Ладичин;всі;всі
6.1;Тернопільський район;Дворіччя;всі;всі
6.1;Тернопільський район;Заздрість;всі;всі
6.1;Тернопільський район;смт. Микулинці;Й. Сліпого;всі
6.1;Тернопільський район;смт. Микулинці;Грушевського;всі
6.1;Тернопільський район;смт. Микулинці;Б. Хмельницького;всі
6.1;Тернопільський район;смт. Микулинці;8 березня;всі
6.1;Тернопільський район;смт. Микулинці;І. Франка;всі
6.1;Тернопільський район;смт. Микулинці;Островського;всі
6.1;Тернопільський район;смт. Микулинці;Стуса;всі
6.1;Тернопільський район;смт. Микулинці;Набережна;всі
6.1;Тернопільський район;смт. Микулинці;Гагаріна;всі
6.1;Тернопільський район;смт. Микулинці; Бандери;всі
6.1;Тернопільський район;смт. Микулинці;Наливайка;всі
6.1;Тернопільський район;смт. Микулинці;22 січня;всі
6.1;Тернопільський район;смт. Микулинці;Коновальця;всі
6.1;Тернопільський район;смт. Микулинці;Надрічна;всі
6.1;Тернопільський район;смт. Микулинці;Миру;всі
6.1;Тернопільський район;смт. Микулинці;Міцкевича;всі
6.1;Тернопільський район;смт. Микулинці;Андрущишиних;всі
6.1;Тернопільський район;смт. Микулинці;Поперечна;всі
6.1;Тернопільський район;смт. Микулинці;Мазепи;всі
6.1;Тернопільський район;смт. Микулинці;Шептицького;всі
6.1;Тернопільський район;смт. Микулинці;Галицького;всі
6.1;Тернопільський район;смт. Микулинці;Сагайдачного;всі
6.1;Тернопільський район;смт. Микулинці;Санаторна;всі
6.1;Тернопільський район;смт. Микулинці;Івасюка;всі
6.1;Тернопільський район;смт. Микулинці;Тернопільська;всі
6.1;Тернопільський район;смт. Микулинці;Калнишевського;всі
6.1;Тернопільський район;смт. Микулинці;"Санаторій ""Медобори""";всі
6.1;Тернопільський район;смт. Микулинці;"ВАТ ""Булат""";всі
6.1;Тернопільський район;Дружба;всі;всі
6.1;Тернопільський район;Воля;всі;всі
6.1;Тернопільський район;Струсів;всі;всі
6.1;Тернопільський район;Варваринці;всі;всі
6.1;Тернопільський район;Налужжя;всі;всі
6.1;Тернопільський район;Барнадівка;всі;всі
6.1;Тернопільський район;Зубів;всі;всі
6.1;Тернопільський район;Різдв'яни;всі;всі
6.1;Тернопільський район;Заздрість;всі;всі
6.1;Чортківський район;Бучач;Винниченка;всі
6.1;Чортківський район;Бучач;Галицька;всі
6.1;Чортківський район;Бучач;Генерала Шухевича;всі
6.1;Чортківський район;Бучач;Дорошенка;всі
6.1;Чортківський район;Бучач;Коновальця;всі
6.1;Чортківський район;Бучач;Terebovlianska (Теребовлянська);всі
6.1;Чортківський район;Бучач;Шкільна;всі
6.1;Чортківський район;Бучач;Калинова;всі
6.1;Чортківський район;Бучач;Агнона;всі
6.1;Чортківський район;Бучач;Баштова;всі
6.1;Чортківський район;Бучач;Б. Хмельницького;всі
6.1;Чортківський район;Бучач;Весела;всі
6.1;Чортківський район;Бучач;Грушевського;всі
6.1;Чортківський район;Бучач;Заводська;всі
6.1;Чортківський район;Бучач;І. Франка;всі
6.1;Чортківський район;Бучач;Леся Курбаса;всі
6.1;Чортківський район;Бучач;Міцкевича;всі
6.1;Чортківський район;Бучач;Підгаєцька;всі
6.1;Чортківський район;Бучач;Пушкіна;всі
6.1;Чортківський район;Бучач;Св. Миколая;всі
6.1;Чортківський район;Бучач;Торгова;всі
6.1;Чортківський район;Бучач;Шкільна;всі
6.1;Чортківський район;Бучач;Бічна Б. Хмельницького;всі
6.1;Чортківський район;Бучач;Бічна Вузька;всі
6.1;Чортківський район;Бучач;Бічна Камінна;всі
6.1;Чортківський район;Бучач;Бічна Сонячна;всі
6.1;Чортківський район;Бучач;Бічна Шухевича;всі
6.1;Чортківський район;Бучач;Вербова;всі
6.1;Чортківський район;Бучач;Водна;всі
6.1;Чортківський район;Бучач;Вузька;всі
6.1;Чортківський район;Бучач;Гоголя;всі
6.1;Чортківський район;Бучач;Довбуша;всі
6.1;Чортківський район;Бучач;Камінна;всі
6.1;Чортківський район;Бучач;Космонавтів;всі
6.1;Чортківський район;Бучач;Млинарська;всі
6.1;Чортківський район;Бучач;Некрасова;всі
6.1;Чортківський район;Бучач;О. Кобилянської;всі
6.1;Чортківський район;Бучач;Озерянська;всі
6.1;Чортківський район;Бучач;Просвіти;всі
6.1;Чортківський район;Бучач;Рильського;всі
6.1;Чортківський район;Бучач;Руська;всі
6.1;Чортківський район;Бучач;Сагайдачного;всі
6.1;Чортківський район;Бучач;Середня;всі
6.1;Чортківський район;Бучач;Січових стрільців;всі
6.1;Чортківський район;Бучач;Сонячна;всі
6.1;Чортківський район;Бучач;Спадова;всі
6.1;Чортківський район;Бучач;Стрипна;всі
6.1;Чортківський район;Бучач;Тичини;всі
6.1;Чортківський район;Підзамочок;всі;всі
6.1;Чортківський район;Бариш;всі;всі
6.1;Чортківський район;Вербятин;всі;всі
6.1;Чортківський район;Бучацькі Гаї;всі;всі
6.1;Чортківський район;Озеряни;всі;всі
6.1;Чортківський район;Тисів;всі;всі
6.1;Чортківський район;Підлісся;всі;всі
6.1;Чортківський район;Пилява;всі;всі
6.1;Чортківський район;Новоставці;всі;всі
6.1;Чортківський район;Медведівці;всі;всі
6.1;Чортківський район;Мартинівка;всі;всі
6.1;Чортківський район;Пишківці;всі;всі
6.1;Чортківський район;Трибухівці;всі;всі
6.1;Чортківський район;Янівка;всі;всі
6.1;Чортківський район;Войтехівка;всі;всі
6.1;Чортківський район;Поперечки;всі;всі
6.1;Чортківський район;Цвітова;всі;всі
6.1;Чортківський район;Малі Заліщики;всі;всі
6.1;Чортківський район;Ріпинці;всі;всі
6.1;Чортківський район;Помірці;всі;всі
6.1;Чортківський район;Занево;всі;всі
6.1;Чортківський район;Соколів;всі;всі
6.1;Чортківський район;смт. Золотий Потік;всі;всі
6.1;Чортківський район;Сновидів;всі;всі
6.1;Чортківський район;Возилів;всі;всі
6.1;Чортківський район;Сокілець;всі;всі
6.1;Чортківський район;Губин;всі;всі
6.1;Чортківський район;Костільники;всі;всі
6.1;Чортківський район;Миколаївка;всі;всі
6.1;Чортківський район;Русилів;всі;всі
6.1;Чортківський район;Скоморохи;всі;всі
6.1;Чортківський район;Ліщанці;всі;всі
6.1;Чортківський район;Рублин;всі;всі
6.1;Чортківський район;Стінка;всі;всі
6.1;Чортківський район;Космирин;всі;всі
6.1;Чортківський район;Набережна;всі;всі
6.1;Чортківський район;Рудка;всі;всі
6.1;Чортківський район;Сокілець;всі;всі
6.1;Чортківський район;Долина;всі;всі
6.1;Чортківський район;Зубрець;всі;всі
6.1;Чортківський район;Soroky (Сороки);всі;всі
6.1;Чортківський район;Жизномир;всі;всі
6.1;Чортківський район;Новосілка;всі;всі
6.1;Чортківський район;Дуліби;всі;всі
6.1;Чортківський район;Жнибороди;всі;всі
6.1;Чортківський район;Беремяни;всі;всі
6.1;Чортківський район;Язловець;всі;всі
6.1;Чортківський район;Броварі;всі;всі
6.1;Чортківський район;Передмістя;всі;всі
6.1;Чортківський район;Добре Поле;всі;всі
6.1;Чортківський район;Киданів;всі;всі
6.1;Чортківський район;Н. Петликівці;всі;всі
6.1;Чортківський район;Матеушівка;всі;всі
6.1;Чортківський район;Пушкарі;всі;всі
6.1;Чортківський район;Бобулинці;всі;всі
6.1;Чортківський район;Порохова;всі;всі
6.1;Чортківський район;Гутишино;всі;всі
6.1;Чортківський район;Баришка;всі;всі
6.1;Чортківський район; Петликівці;всі;всі
6.1;Чортківський район;Переволока;всі;всі
6.1;Чортківський район;Осівці;всі;всі
6.1;Чортківський район;Білявинці;всі;всі
6.1;Чортківський район;Курдибанівка;всі;всі
6.1;Чортківський район;Рукомиш;всі;всі
6.1;Чортківський район;Заривинці;всі;всі
6.1;Чортківський район;Звенигород;всі;всі
6.1;Чортківський район;Зелена;всі;всі
6.2;Тернопільський район;Козова;Шевченка;всі
6.2;Тернопільський район;Козова;Коновальця;всі
6.2;Тернопільський район;Козова;Весела;всі
6.2;Тернопільський район;Козова;Козацька;всі
6.2;Тернопільський район;Козова;Набережна;всі
6.2;Тернопільський район;Козова;Богуна;всі
6.2;Тернопільський район;Козова;Вербицького;всі
6.2;Тернопільський район;Козова;Купчинського;всі
6.2;Тернопільський район;Козова;Герети;всі
6.2;Тернопільський район;Козова;Обїздна;всі
6.2;Тернопільський район;Козова;Промислова;всі
6.2;Тернопільський район;Козова;Заводська;всі
6.2;Тернопільський район;Козова;І. Франка;всі
6.2;Тернопільський район;Козова;Камяниха;всі
6.2;Тернопільський район;Козова;Ольжича;всі
6.2;Тернопільський район;Козова;Вітошинського;всі
6.2;Тернопільський район;Козова;Стефаника;всі
6.2;Тернопільський район;Козова;П. Думки;всі
6.2;Тернопільський район;Козова;Чубинського;всі
6.2;Тернопільський район;Козова;Мазепи;всі
6.2;Тернопільський район;Козова;Наливайка;всі
6.2;Тернопільський район;Козова;Мариновича;всі
6.2;Тернопільський район;Козова;Довбуша;всі
6.2;Тернопільський район;Козова;Молодіжна;всі
6.2;Тернопільський район;Козова;Шептицького;всі
6.2;Тернопільський район;Козова;Чайківського;всі
6.2;Тернопільський район;Козова;Лепкого;всі
6.2;Тернопільський район;Козова;Вишиваного;всі
6.2;Тернопільський район;Козова;Кармелюка;всі
6.2;Тернопільський район;Козова;Паркова;всі
6.2;Тернопільський район;Козова;Сонячна;всі
6.2;Тернопільський район;Козова;П. Мирного;всі
6.2;Тернопільський район;Козова;Березовського;всі
6.2;Тернопільський район;Козова;Драгоманова;всі
6.2;Тернопільський район;Вікторівка;всі;всі
6.2;Тернопільський район;Теофіпілка;всі;всі
6.2;Тернопільський район;Плоска;всі;всі
